Solar Radiation (W/m²),Wind Speed (m/s),Temperature (°C),Humidity (%),Air Pressure (hPa),Solar Power Output (kW),Wind Power Output (kW)
279.70640394252376,21.689023623743523,26.541048249036493,95.0003724424873,979.3984324414948,49.197678958152174,4845.859687064158
562.8109945722504,21.26918556484169,39.064854524862334,67.75609575687024,931.2633941417722,87.3947931751261,3134.567952645291
633.1731119758382,8.658411357838135,2.82650312221239,70.43312338004861,1047.5901894795184,140.94970729363013,288.201999807307
141.80537144799794,20.893971379616257,22.708730073703727,66.90539382738758,972.0949010283108,22.990947386192744,2920.9844057579203
646.7903667112945,1.888183233171823,-0.09511836201299317,27.90929250634931,1034.2541650458265,116.60175863130267,2.858515817180622
253.47171131856237,15.310477083569273,18.266512728580494,47.65004776920521,954.1287883963531,51.51738792265236,1332.26275321857
158.54643368675156,6.520212094904873,13.19662433441681,77.58458185269865,916.2459269613346,32.73058876362517,126.8950360035118
953.9969835279999,3.8936052586546914,38.60026648157685,19.123560779784324,1098.5163590975526,200.39500335753303,20.467147133945797
969.0688297671035,2.8468768391010197,20.42636363482333,35.00674984807411,931.2403015861198,161.47161030751826,9.871605575689525
827.557613304815,17.710930621075356,7.475318604340938,34.868719761926826,1097.6841987926962,155.55910003739905,1928.521275731847
374.15239225603364,9.156999130433586,-4.295210755603332,48.88170348350554,1095.4559865132894,79.21532849464772,339.938604818462
187.90490260574546,18.394402516690274,-2.4376585632532723,98.23318668479665,1058.7636207816079,46.40910732128442,2954.669191694919
715.8097238609412,2.568552179174617,1.2658464975617552,16.075229201543976,1031.8845924163995,159.45600295408485,5.513530961694609
496.13724436564115,8.566968107934649,2.5483330670149,56.68308949425355,1015.561410050217,120.19439522344453,297.601773622132
209.83441136030095,13.947791017008093,32.53080289205689,26.14282138109894,1073.220309075567,47.468993562853015,1136.147891714667
545.6592191001432,19.977355956135124,18.061139414126245,97.36088908687697,957.8879043238976,114.13646478243457,2594.5441465540716
130.94966900369656,8.650060070369678,16.169545568718323,20.19731542547178,993.5362424969754,22.15699001349238,249.51185398918062
918.3883618709039,16.02139303448822,-4.2615564065391265,46.32409021254321,1023.8779938733004,198.98588865307565,1366.041590015727
332.9019834400152,22.26346595766849,33.00698466747175,76.40964863511455,982.2380951738983,70.68772691040516,4856.234770796293
696.2700559185838,15.78071651637531,26.140715160424186,73.40989852247007,985.4972908180536,146.38863268813793,1775.419679150384
380.53996848046984,6.59102739408721,-6.61658190499992,48.0455773204539,966.0569335004169,75.71930514871295,91.95595481542246
568.0612190600298,1.5856187573569125,25.391754861488437,41.18717511574464,1012.8463633369072,115.2401143516328,1.599512083442657
592.0392514089517,21.882372973622317,17.176910867132303,45.78511406975835,1070.114905603023,108.6061980507748,4850.582482380983
266.36900997297437,1.5104658604092913,-5.913732712661087,33.78486368427754,940.3056756012626,53.788232276499144,1.6790711026650427
972.6261649881027,21.992840144420786,12.915032076432823,28.479964483611983,1086.8866077506882,165.10872903929638,4283.802460602815
797.6195410250031,13.694491216653088,14.234814356502348,53.473572780300096,1037.8175307496458,183.86521448051715,1258.587107399918
945.5490474077702,23.53762476430951,-1.7112729918362124,34.16803804608466,1064.6546425360061,159.3984793657335,5309.20291858081
905.3446153848839,20.17079765856797,37.284907350014116,35.87154984075251,1011.2381385260023,143.49406961179855,3109.0153555084817
638.1099809299766,24.9504186528001,32.49876857403309,69.10804571271014,1055.9033402848127,123.55379149545087,7294.561155673424
929.6868115208051,9.417083570841044,23.451116866455415,97.16835985299029,903.2400794678935,200.65499617160236,332.8762424092805
179.64325184672754,19.412518934347045,13.11477805003036,64.32734805034376,1063.676084955907,34.809775158917745,2885.1016065215663
276.38457617723066,10.646341926621812,10.588277079225424,16.928152035846963,908.0277718170734,49.10674377305058,480.3441374719215
140.70456001948426,12.517014887293811,22.548673357547706,16.80252524686603,1077.9826752725726,28.95940708740855,920.4614532033088
392.7972976869379,16.060131117240882,17.271593470345273,95.62808987610094,1098.3925494477287,72.54975261713754,1931.9456945072618
449.8095607205338,21.96825074047213,-6.886344705905719,36.756171127660025,958.8134924353556,109.43271469870405,4036.2110658668234
344.2141285965063,24.618003260783084,15.625132438516584,18.28602874742279,942.0637112571587,83.3908685627205,5470.436428948454
845.8637582367364,19.438561932748435,30.320180861641973,63.91401284353434,1053.0726727716083,169.37337530289304,2926.1462946289066
421.07799402423035,11.02640277201601,12.961993879847903,66.12839004612394,950.6052681840506,76.96817255102066,555.7547621905281
352.84105871864267,11.112568054649685,-7.402171122286579,68.36543381068194,1073.1124766344408,78.93521694342533,477.09770048629684
588.4264748424237,18.701975238133397,29.313909969201653,34.066182507178716,920.5685184314954,90.42425801784654,3001.078384591725
226.83180247728637,6.730651498439256,0.06818910679871948,11.359961579302754,925.1910392758716,44.794041311716065,121.13959282722355
821.9772826786357,3.651378715153472,2.931041744401938,96.85138325090247,1095.8303110201232,150.94161137415378,17.857092638649668
167.09557931179376,9.510931783378638,-1.7646823283852058,32.58037411219922,1034.7677796540008,40.446084596619684,276.4818921501684
988.1982429404655,7.893735799697962,6.510753243574879,70.84236592472928,1069.3774448857905,149.41587348715296,171.05613954968598
795.0202923669917,8.111394890943762,27.83757528443175,73.59668828908386,964.8658754703036,163.20294826689116,261.42991054070217
278.8441133807552,6.6065860251978386,15.969292975196868,64.90066753715371,1035.2967499041208,62.479584964707115,104.10281413298522
104.96990541124217,2.010236551272685,0.24406370753562712,38.16166547922834,1018.8483654617195,20.836715039001287,2.7113851435219822
833.9152856093507,1.4289744336019314,33.89150390760204,34.398662838765915,1020.6300240245894,132.20918207040762,1.1442172582509424
736.1716094628554,24.705337353664756,33.97909274757646,63.79014544324328,1036.5064919075444,182.01558808316094,5449.813015160301
756.1064512368886,11.266555209660696,33.52892125230034,87.94860702505224,1015.0718346258197,152.58307058268042,439.09336752184686
794.1433120173511,10.223839531832361,1.9398105690769647,95.2060356031056,985.8124738605331,167.89668662850244,389.66673388451585
166.64018656068134,17.311534784633675,12.561967209049406,19.531522396338186,955.1845388761094,28.93889781734833,2121.000077208125
422.61915568984534,6.23809330876154,39.249482807043755,23.934575133794787,1053.7162661826403,83.82642860402623,99.60980106879873
204.28215357261675,23.799068414805408,28.600623815499517,95.02626329047717,945.2544860006373,39.40908127807655,5005.167373754821
876.7930832880342,19.872280345973248,-8.64162893872201,76.28817055013133,1038.4708612308827,138.0857781166424,3056.3746584409614
660.9683141448021,3.1458640554942283,-6.739770436975397,89.46944423467957,946.6665645298654,106.16211011304887,15.351754349018156
397.80822236738425,11.02193861883828,13.196568840616639,28.236937072180883,1025.0660339908907,92.98657878621555,502.746267199833
157.20251525742128,22.098839381491953,35.461010293078004,62.882728399846165,1049.4156534258059,27.350407258192245,3795.0131985354064
379.88408954409596,23.673568534993848,16.935089897635713,73.10256349757262,943.7427777813078,64.3887679783492,4626.312042786187
392.66498982407234,12.217636269996873,14.890625401714512,71.21006969022754,911.9886601722617,78.7258534603302,714.0885094948935
756.6455605042577,15.721873341056984,-4.726315002168471,46.73365217800283,926.1947485988348,171.66374448522154,1756.1398324630886
673.8017242196918,5.008814706209805,22.839005236214703,11.385540252217762,1021.199393454205,105.2442257357467,42.875669268972416
898.4914683186939,24.788047027287437,31.105158030011275,62.46334511238368,1069.8892812451472,186.59941971316687,6729.934867732711
524.9934326457544,6.5601208332026415,9.021000375378115,32.779138526164786,908.9993642470848,85.00748485627247,85.8889915583538
207.63482134447153,23.625562579243017,28.780592546266377,50.52288215286013,1046.8302518083292,31.90228157909163,5060.999317777117
741.9203085006955,16.591519575816843,38.22383269504058,96.18229135754356,968.2637291900104,115.20122720107814,2078.9066881934664
784.7065437552077,15.585683077092618,0.18832295638445373,45.913178587819125,995.7056739839045,183.16338499097026,1392.278698340516
605.1494778125466,13.304524264396207,16.166481559737065,85.5821445997984,1085.771909969113,97.91152035825905,972.0361514870011
793.8704619591049,6.5360754812262085,4.356897904228777,26.9686545174326,966.3943009471691,122.66500274627273,95.21388063374913
544.4160367279517,5.236672768132198,29.64272095169197,70.52144482225259,993.0673867878972,105.50237761338892,64.39186741379173
570.4595464437946,6.2916690176842085,18.879668294057875,97.93062589950492,902.7364829521363,133.71534528712627,77.32099077049237
484.78691652269464,5.474518291462108,21.72912087751519,19.17037907856431,916.3197440009677,85.4392522492017,77.1978550996627
122.87721406968566,19.71002736560208,29.895707980794704,10.748794800447282,951.7183182269569,23.6134692684148,2600.636118344285
197.102284293974,9.403006220001522,9.798523633122745,49.02245133693529,905.5704481642149,30.352224880407693,394.8059502300191
128.28626711806083,2.388224237521513,35.75450342035216,18.336293474623048,1026.2750652096502,25.00400068983798,5.04684971188188
672.7693701374023,24.25846312337947,16.651443362307,77.35459147086083,985.2796713603245,139.77544436494725,6345.962256889676
382.920382968694,22.210861239122217,-2.1022588582325996,92.3093797463703,1009.6290405456044,79.29925221153411,3986.691947671824
557.7136220482325,23.26605479668511,24.794955908440123,49.061887543788295,934.929437179266,102.19693276304268,6060.073819500885
916.8098265334837,24.877787743514446,29.663067521912723,33.284047793989686,959.1864058873232,166.44986604295534,5009.056728584934
324.36300623398745,5.173485981267695,5.838083853376334,49.09629871059488,1032.764894970545,52.112926692480315,46.484299564745896
469.3446307320668,10.50980845366381,32.85896284993765,75.1103036065001,1093.06054472608,87.61717684549653,462.7306442330661
779.9960246887438,19.197723416898192,35.30716273828832,10.814874542233389,910.0833547204419,124.75994832317511,2238.5601381045744
305.9183489424602,17.704494833291015,3.845224368890447,63.050859053622744,1078.0768641710533,69.33932891259866,1882.3543750924562
169.2819188459137,4.693501752156521,39.1760736357611,65.19625163986412,1015.3762402622417,41.74956455231712,50.53364612575241
360.77630762239124,20.579994999774826,-2.964423597562079,67.39194222063419,1012.7839133511247,89.11443420285987,4317.201403911188
245.09915852860397,6.386573724079856,0.10078342012449859,31.781987198278948,1000.0557070415521,57.96769363172293,97.75222466834278
936.7278871083157,6.371622755742954,-0.7887580380986936,74.2647451040314,913.8788171808367,196.7870591304639,125.36746279597514
827.3083416079753,13.887386149441927,34.69948550039352,18.225233769859877,917.9753703472321,182.07945500887146,1095.3366203303167
670.0633808593811,15.230558436200877,22.714627616248094,27.934330282012073,1020.1824011318172,119.62010356738234,1250.5110957494296
884.3145311689459,14.922068988107469,-2.3947858388863565,88.97230419890337,968.1917142871116,188.4271245143609,1463.5685628440892
823.304869209203,3.195684097546117,12.016170918417448,76.48508356539097,1083.4536133155361,161.0095796520635,14.091408662122708
267.91305299743226,22.059060703129127,20.764901253490102,11.237099861021072,981.3181074718945,53.1008316593487,5343.647547258935
903.30309864098,7.3744010221289455,-5.826795750530835,32.353863433282015,928.6562917405282,203.94565630258538,141.5684879960997
585.4080177240857,4.1083581107873,34.12081842036694,29.29658346938481,1042.9437667004072,104.31492922963496,30.12358053082152
826.6961396476563,22.32995391685545,30.180176772076756,34.37256952332753,958.670684288202,150.29663287143836,3456.1440895676533
906.4821699311439,23.93563595751408,15.26033867883191,32.28037932518978,1005.0940614711786,219.78945521280218,4425.610457966815
386.2031274746775,21.691062814370817,38.35633076295852,15.627366616856117,1039.566557101034,60.10186897235201,3069.7058177918198
199.04673207490907,20.428385793397073,10.888048963754986,51.30464649371383,1080.0528222404141,39.52340181950302,4261.6566599211565
305.1416462877475,16.72580753533652,39.20551595182489,75.94601273075486,1058.4382389603352,73.62460084008498,2154.508603040192
484.3970097636307,14.220576894619343,23.395999940181355,64.60585522456927,1035.2722135745448,102.22535305028968,1315.210306505185
836.2132893302438,3.0876822378738433,21.733563662697073,70.55845017382718,1035.9266364790287,171.12327908356073,11.832177101098779
874.6575249307091,10.80287711369677,-1.7022552352107496,17.303426068261523,1089.1849288064172,153.04269130666628,453.87576456462216
106.25691747807163,9.944524408295536,34.0963879152322,95.63416391591085,959.1648194993072,19.58607715308732,324.78699971847254
559.6725723198092,7.234090810247829,11.37448439603076,85.46426504587224,900.2224188392374,131.63769870941445,135.12662843083336
475.6699028339011,18.36208272852604,-1.8883297108760324,82.45812866460965,954.3909118796397,97.95080886521099,2322.8543908710863
299.8970294236572,12.9010176418905,-9.369624001212047,84.06854245375908,943.5782759253487,60.421519896216076,968.9484892066982
207.87883060031453,2.9451091817835504,17.987784181919128,93.94394573194852,1032.3669170227997,33.25187603026873,10.420591098350341
403.8536542632652,6.284396846795472,16.369981106133817,58.982856950232794,1026.7423199531058,61.22535109504026,78.30430909333066
948.6187335212672,17.398210327830302,25.967681118457925,28.02538160808633,1018.6922765409447,233.7097923487413,1598.9091827904906
390.8826388186797,2.8271406277672044,34.512902650890105,65.5105247067287,903.2486886418908,73.36813060952404,7.241437480552081
566.9115595690295,21.42896593717045,-6.029670767848524,76.85933443011452,1045.7556108901294,119.2335797140784,3759.935447461179
732.7170630056601,12.883516648335384,26.574824517018115,76.41256540186228,964.7060824970984,115.74841888115589,1040.6622677740188
427.26664214136457,12.534077855839552,-0.6294027951208889,56.93041217501921,1033.0111978013263,93.27719102717296,841.7700486625521
974.6038744488646,15.217786831828423,32.9088526578582,16.161284740022026,1011.3156857004307,237.07889391601523,1622.3963361945073
966.2025654479002,20.79234318220358,30.953175693082805,43.4001644587115,968.5461850855814,200.55130924571716,3535.1394841940514
326.60406624282774,9.347420989652633,17.03968774927722,92.86899476170215,926.9152534208215,53.109587646757575,304.0935376786424
547.5236553031468,17.272387661417525,25.512139931165578,62.60040187816834,918.8837795320962,113.97917800455282,1657.6059270200315
370.7904788350927,14.577567135898985,5.71750565918742,58.44987489301421,1066.3036666224448,84.0339968353652,1472.039080227726
356.35644493972086,7.408678484066112,13.558394946640732,34.196816294397415,1083.6795084163116,67.93638195478127,185.69003258833553
133.1982526190795,22.08711967252379,31.08184488552358,43.1604027924921,1029.95760935286,31.69902295427289,3594.7942851335847
648.6079005819072,20.138224518566275,12.963259858660695,90.58114802378523,920.6868229720967,139.3652739393252,3286.833819914458
552.4111209059754,16.802844031802213,7.889913266272089,69.98167427741521,980.4054433776481,132.53717842845873,1885.637317992464
146.33087612499043,21.413961498261806,14.710622362514993,80.86483240770995,1045.7878400210316,31.073439265089334,4173.483425531839
350.7818178129503,21.815060823035257,31.412462621860918,50.89108807608896,1055.9641768020135,57.22261601962534,5079.125164468865
917.4392973699884,18.000711441160835,6.760402368543637,66.72224975105422,923.6437244582178,166.02822918926367,2426.133062086488
315.6057016002752,21.08831988072813,-1.31192034321281,32.354524786888675,900.0061437690765,53.70961886230207,3826.7699614128496
230.40538488210078,17.73931508006281,25.60070101653904,73.49147472551377,1042.427409176121,55.50065963206565,1730.8630616567434
540.5074842498068,17.32337852224721,31.29891063540409,48.48412003330036,971.3192351972411,122.17631537676513,1625.0287510593932
987.0854086995406,15.846673077164423,-4.968126073823333,49.8290963333271,950.8962663236521,214.82910734685467,1342.9153584147698
317.84974436035037,19.06519934938339,1.9937056377972358,68.43900921191934,902.5794939579051,57.2436684296512,2123.959581117448
704.9219926652906,4.806522527033769,-2.901400511950305,94.2652559322034,1008.0598813523,118.71201964512017,49.82192900505073
785.4576537958458,22.140898220774282,7.39707057910833,15.760571194775883,1070.2301470851962,177.23467774768542,4826.359741626121
313.8737895931597,21.924244665885567,12.517548945270633,84.22689136123068,1091.5263292545176,61.96364357285147,3448.2769787810544
755.3947137506736,1.7019347928294195,27.44131684816532,36.31447993709738,1013.1489901226579,130.36523047407277,2.303277434112764
431.0048194473279,20.819602013554302,22.557379244083705,49.95275090557401,1002.8922655479788,91.22742735373704,2986.6828810776306
669.0752475342215,4.092876819362685,21.046428373921557,11.972199589750806,917.0112770978483,103.05992534048757,24.698584839051787
670.1767396848053,9.042852502219406,7.618747330482719,37.094147005088175,1009.77456030852,122.38568270210452,258.66067723416415
582.1972156672826,18.844198150998587,32.072377654238,55.236811836711745,975.9958157930789,114.60884011333125,2505.7634283540892
181.26079304896746,4.858237505159397,13.564358369908227,15.055846961269511,1021.4270561767154,29.87102345523262,40.24020001683797
851.7722460303141,20.631208578857493,38.95524690075773,54.19861564448486,977.7452695753093,211.63597249868263,3493.2371709831627
388.70205847456225,20.971220270985807,21.70710691478684,93.43995659725846,948.0598246900734,66.43296637494325,3518.3956420702575
267.8666593598688,13.179225610260069,-3.6867629217748634,19.485389629702468,918.9930550456753,43.671724652159526,1138.4141209239833
136.6976273992875,1.153260921204006,23.808878103771697,78.7996655267954,962.9836889177791,23.28691754522832,0.4773113476518833
631.8036488694177,7.888915196197907,6.255200771584949,46.87039480383934,919.3289668575504,143.36011034380894,161.2512095015219
709.8079256580542,15.806246041017813,24.31635983430487,68.96563430719041,935.3793901647967,136.67391778505907,1226.419292976099
114.92904603507054,24.548468272658162,-6.517942591879713,33.42129381867064,1097.4672317159093,23.737628362138793,6289.759090093989
560.8837524693529,16.163524648400042,-1.2559281412020304,24.354303628722246,988.8207113813237,85.3109323510757,1312.8996224755026
303.84619767814416,7.235285945539835,32.786862945289315,24.44163528441038,1006.3743533010033,46.62311187083007,176.99120181314555
680.6555113685049,16.21613687439067,1.3589778511757444,16.344275107883018,1074.723705747443,132.44368846514098,1715.8800679461754
256.92978610449234,13.959649113180532,31.852056262147002,26.708203441111873,1099.1137800981376,59.52177361136438,1102.8307938784403
721.8439642922193,19.716289483627445,3.9638044227205214,69.77974464900714,1016.5428898689363,172.1770287990197,3160.1580402273885
448.0618116704837,3.567535331847002,22.144095502935386,89.35215506591572,1062.4947642088343,71.09426192663572,15.172700100466743
943.0569898630611,19.26466966004867,24.707528675491552,83.27131170320456,965.388204867335,192.2292571315322,2427.5778311877693
223.7688497313939,13.990397888226646,15.632737657252648,71.66208788870357,961.1487914894582,54.000563103636495,996.1145314185151
406.95971594523263,24.11180809261587,5.265533834836564,19.93886770699924,980.5407441989121,76.83288558421023,5869.37087378553
202.12616911653015,9.204931984928466,0.6322188185548061,36.02687016663549,1034.5014525347299,47.08662172113806,266.758194029218
932.2242564507065,16.182925435214756,-8.34053227187869,37.88261877902221,1036.4383378510197,152.29707166892646,1370.0347809617465
889.6054180428829,23.36867453224042,5.197320062036191,32.496125175785906,963.0478869298902,216.65401330802555,6304.4868067849
332.14746494364005,3.460233471776302,22.65813952656415,56.35050937387508,926.6419848273257,74.78045474330222,12.611178349755646
693.9856414307611,23.493483693674825,36.91524092242413,58.199843339170535,1026.4792512931017,169.42510145251956,5971.8532625828275
835.4999801810942,17.50925733521952,33.5602241131526,42.11973776539992,925.6651724377529,181.8563655494947,2456.381763823939
599.6807304395161,2.6280894185241257,28.30323882676513,41.84102428627924,1015.698501645866,111.74474310452827,6.524544974455446
576.6855205204058,8.22312560672359,29.422367162664933,84.57000381154732,1038.6844256112618,140.6063778600473,181.89674895060088
317.6670618104065,17.996130127486758,23.249245173799764,81.0363563487717,1040.1222992788903,56.4039080878312,1918.2235079376808
183.7924910253093,2.6164144352505208,3.01434287830015,37.70162485126711,1050.6944221319193,33.673955181784926,7.8716354749951885
907.494182157994,14.97209104423056,35.359751535291494,92.24095994859334,1074.5718843131328,199.72208353809177,1438.3359894042082
910.3762514469975,9.301193366870962,23.5366155952917,95.75335153022554,999.9917983929577,206.22901611037048,367.36987780066517
669.7913115459412,15.901972426419452,18.022031549021996,39.40682878270367,1046.0498379059143,162.71933457216034,1960.3077354980937
405.1268119438306,2.0978088115003084,-4.4505265393259466,41.89824539137494,1023.8345470731673,69.06611649751044,4.0471925757400005
414.2886171513948,21.91688334765703,12.35277719032127,55.5070738079763,937.3279879595365,95.20344282275946,3486.4848260390195
753.3601109832155,24.363735260257528,13.017913560096314,94.70087312803062,905.1379289738817,168.64313032281754,5042.771255192405
907.3992339573194,24.253068526856595,33.228180476133495,88.86874898280804,956.9082771353867,141.89859824111412,6682.714252954557
898.3777818386055,18.991643961830192,17.332411009389425,19.231116632523083,988.6067412675238,169.5439339434911,2341.7337316065896
801.8879912718614,4.122069763135167,9.020027448520484,45.345766894427456,1023.4211888857312,142.95782112707846,22.027886300710293
677.828481538859,19.19831670229654,38.840016425532966,59.80340707747946,1069.9918661006411,122.31350042913039,3118.093640978768
175.72596849554395,1.5900859950112363,-4.463970333684216,55.28192252963861,939.2491433412331,43.63182451327385,1.5297572311346197
245.46584268515238,1.530965236695934,11.12742141559723,27.44767611432034,925.1099579796954,52.59786634865616,1.7367949096002917
908.6987696743713,8.76664525958899,-7.898766241429735,87.29350940513392,1092.6959894948654,201.51995961231398,289.74788601739607
645.7861536936309,12.727436569711978,26.995206038346517,70.92467046971535,921.6089118752814,159.93653781714676,655.7893642616248
108.27734645496668,19.489778027387036,35.90382760995753,85.41175373666232,995.6982140214378,20.325842776504672,3624.404333164236
191.3243885794289,17.399089038556124,4.001866477524471,87.2887851414525,1017.1127457586604,44.03981628368027,1852.5333803906055
697.1515921972502,11.70166495304196,32.91708383995604,77.35202682991658,1008.2748841814877,134.86613412226092,588.7519548690615
104.55542546159681,7.567039990759981,4.610911523094888,49.52895411247456,917.2064314065886,24.774760120219494,164.84586335135361
244.7272462757488,24.930988003785068,35.53850808219576,64.94920795138822,911.4053828007238,41.13026920176858,4807.54173652183
593.8604104299275,11.228351253663352,27.6980951798392,24.432886550776885,921.0966854922071,145.35839177150532,565.2630991073023
722.7056779234239,11.83328858391221,30.24533884207193,70.62808757274169,1017.1175367745225,124.21660727226863,537.9601417067726
686.7651335523404,4.92697170860006,-9.099672219977275,26.132793016535267,1008.8689775268642,125.41845703727823,45.47215524213153
301.8423785145038,20.075429169998305,38.1405178537013,72.45546314591411,946.7481584073489,68.10144303287429,2994.765577094453
740.9612992127823,17.648373418755728,26.33354960351616,30.66383446785718,1027.5548283691182,140.31992700851902,2498.6931639834206
313.52417874712006,6.2984707069302495,5.237554769306666,20.579617013519798,1064.0135004111298,66.09752405260355,115.09631753238621
392.859728343341,2.9771450947802247,31.469733242942347,24.87560411286617,908.3157919693188,76.39446173737952,8.725921784235455
771.8422646062218,17.331983249793115,4.0760599207464985,10.179292169716325,999.6259887096085,173.07558903282882,1943.6348697092203
684.6696091424932,16.708269142747245,33.6376919783064,74.68656560681772,1037.8620824205382,118.33358830279725,1747.6080655644218
864.3010694447602,7.558228647957024,-4.3709804794031495,75.91609441525412,950.4623854139375,134.69769050535612,142.60839761820566
691.851603070309,23.82072549400985,25.184298873039786,56.34400149219335,961.5541810586299,124.52840390551162,6213.419438912035
611.4777430019244,4.625389402741606,17.034923832245518,24.522652094984533,1022.7275805978768,120.72458063828904,43.683976035133625
184.30729104528322,11.376035225022445,-5.173276490227959,17.519890375962078,1079.5870586887474,30.74282572288445,497.72285622358265
430.9442227534902,23.646782084022373,2.0946914129419483,11.721606979355832,1061.9848840605798,79.93141763562525,4936.575320598569
338.6821309135529,11.073455606226936,-9.379798186134261,24.917335926869864,1016.6260438199167,64.34902973352297,436.08617120553134
319.59067904117524,16.324622743938054,13.438398273225292,90.17699814848321,1046.0443435514499,49.77279168575232,1851.7111505539658
975.7094992772011,10.542265551107063,5.063263038000018,31.738315753151358,972.9644940415598,203.2702671966374,379.9395454869214
453.78795220008436,7.581164856368081,19.91787421488794,41.88441944954941,1028.1931056197516,108.19863215208198,216.63441037609346
902.841899659402,24.615463551035877,4.8618903854308595,19.481093603319987,993.2363182255114,149.12627092794878,6803.287135366712
668.0247633975366,10.824016151561032,4.995955575349235,30.012517427335325,937.9872272915122,140.13877018060026,479.4153183127673
815.3301731874835,22.458380888299224,27.15965993658017,56.73021137021846,1040.3476547754515,176.49771908456955,4709.000233174563
552.3733837946729,6.518910541386068,-7.592858201082327,64.69774147860873,1011.2929274697644,106.01893920576696,133.60226995446934
619.2134961637232,6.114512896601999,35.144749759599364,32.081708274959,971.7243163907183,136.29493324693658,93.91544531528575
543.2659244369775,1.7472179892282726,32.61319371955907,15.195894330260549,1082.267838015726,103.80353383255375,1.7863067219960311
275.71868901824007,16.64000380902124,23.39023416132033,45.19295822146588,904.1868235653467,55.271596499821854,1731.2048927652527
750.2069037353548,9.844632249370267,19.661078505369215,31.078303383370073,963.1546302498992,113.0826660391237,447.1236355972792
352.6951261967702,21.74459799615129,34.615124906982615,29.759853090682174,911.3762795555293,77.30090022427336,4409.121562362896
121.88436978830845,12.357037760597372,-0.7334910235642784,96.38765224421097,1053.3054632443254,26.3433890319752,811.6295977450985
680.9250663164511,24.23664226995332,-6.051541890458569,65.46704373331517,1040.4214908227586,104.75357194147276,6739.270013666859
259.399611466344,5.4526123768749075,1.9755084954769053,60.11905988548863,966.2704437472635,48.4623351980253,77.61812174417699
946.4127259176229,21.84695603093466,29.728913935009516,47.41975931709897,1035.1325804414146,234.61872820802242,5046.3914837306875
958.5357193023286,19.6383244670018,-8.266486663675835,48.60499000871298,979.18744523919,184.10946025919912,2415.8107660985243
